case_id,agent,scenario,kind,check_id,expected,predicted,verdict,failure_bucket,reason,human_comments
VALUATION-005,valuation,partial_evidence,deterministic,metrics.pe_ttm.value,25,25.0,pass,,numeric at metrics.pe_ttm.value,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.pe_ttm.unit,"""x""","""x""",pass,,equal at metrics.pe_ttm.unit,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.pe_ttm.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.pe_ttm.as_of_date,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.pe_ttm.period_type,"""TTM""","""TTM""",pass,,equal at metrics.pe_ttm.period_type,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.pe_ttm.accounting_basis,"""consolidated""","""consolidated""",pass,,equal at metrics.pe_ttm.accounting_basis,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.peg,null,"""NOT_RETURNED""",pass,,absent at metrics.peg,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.price_sales,null,"""NOT_RETURNED""",pass,,absent at metrics.price_sales,
VALUATION-005,valuation,partial_evidence,deterministic,metrics.gsec_10y_yield,null,"""NOT_RETURNED""",pass,,absent at metrics.gsec_10y_yield,
VALUATION-005,valuation,partial_evidence,deterministic,block.score,70.75,70.75,pass,,numeric at block.score,
VALUATION-005,valuation,partial_evidence,LLM criterion,C1,Retain the cited TTM P/E and avoid fabricating supplementary valuation ratios.,"{""agent"": ""Valuation Agent"", ""score"": 70.75, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 25.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 25.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V5""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V5""], ""confidence"": 0.78, ""growth_score"": null}",pass,,"The output retains the TTM P/E of 25.0x exactly as cited in V5 and introduces no fabricated supplementary ratios (no PEG, P/S, or yield metrics appear anywhere in the candidate).",
VALUATION-005,valuation,partial_evidence,LLM criterion,C2,Do not describe the scoring fallback as measured company growth.,"{""agent"": ""Valuation Agent"", ""score"": 70.75, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 25.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 25.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V5""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V5""], ""confidence"": 0.78, ""growth_score"": null}",pass,,"The summary references 'growth score 50.00' only as an input to the disclosed scoring formula; it does not assert measured or demonstrated company growth. Per the scoring context, 50 is the deterministic fallback, and the output does not mischaracterize it as an observed growth fact.",
VALUATION-005,valuation,partial_evidence,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Deterministic valuation score from cited TTM P/E 25.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth).""}",supported,,"TTM P/E 25.00x is directly supported by V5. The growth value 50 is the disclosed deterministic scoring fallback, not an asserted observed fact, and the arithmetic is verifiable: clamp(15,90, 92 - 1.35*25 + 0.25*50) = clamp(15,90,70.75) = 70.75, matching the score.",
VALUATION-005,valuation,partial_evidence,LLM claim support,strengths.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""strengths.0"", ""text"": ""The cited earnings multiple supports a valuation comparison.""}",supported,,"V5 supplies a consolidated TTM P/E of 25x, so the statement that the cited earnings multiple supports a valuation comparison is a cautious, grounded inference.",
VALUATION-005,valuation,partial_evidence,LLM claim support,metric.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.0"", ""metric"": {""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 25.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V5""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,"The pe_ttm metric (25.0x, consolidated, TTM ending 2026-08-31) matches V5's stated 'consolidated TTM P/E 25x' as of 31 August 2026; no unsupported fields are added.",
TECHNICALS-001,technicals,increasing_adjusted,deterministic,error,null,null,pass,,equal at error,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.close.value,159.0,159.0,pass,,numeric at metrics.close.value,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.close.unit,"""INR""","""INR""",pass,,equal at metrics.close.unit,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.close.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.close.as_of_date,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma20.value,149.5,149.5,pass,,numeric at metrics.sma20.value,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma20.unit,"""INR""","""INR""",pass,,equal at metrics.sma20.unit,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma20.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma20.as_of_date,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma50.value,134.5,134.5,pass,,numeric at metrics.sma50.value,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma50.unit,"""INR""","""INR""",pass,,equal at metrics.sma50.unit,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.sma50.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma50.as_of_date,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.rsi14.value,100.0,100.0,pass,,numeric at metrics.rsi14.value,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.rsi14.unit,"""index""","""index""",pass,,equal at metrics.rsi14.unit,
TECHNICALS-001,technicals,increasing_adjusted,deterministic,metrics.rsi14.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.rsi14.as_of_date,
TECHNICALS-002,technicals,flat,deterministic,error,null,null,pass,,equal at error,
TECHNICALS-002,technicals,flat,deterministic,metrics.close.value,100.0,100.0,pass,,numeric at metrics.close.value,
TECHNICALS-002,technicals,flat,deterministic,metrics.close.unit,"""INR""","""INR""",pass,,equal at metrics.close.unit,
TECHNICALS-002,technicals,flat,deterministic,metrics.close.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.close.as_of_date,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma20.value,100.0,100.0,pass,,numeric at metrics.sma20.value,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma20.unit,"""INR""","""INR""",pass,,equal at metrics.sma20.unit,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma20.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma20.as_of_date,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma50.value,100.0,100.0,pass,,numeric at metrics.sma50.value,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma50.unit,"""INR""","""INR""",pass,,equal at metrics.sma50.unit,
TECHNICALS-002,technicals,flat,deterministic,metrics.sma50.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma50.as_of_date,
TECHNICALS-002,technicals,flat,deterministic,metrics.rsi14.value,50.0,50.0,pass,,numeric at metrics.rsi14.value,
TECHNICALS-002,technicals,flat,deterministic,metrics.rsi14.unit,"""index""","""index""",pass,,equal at metrics.rsi14.unit,
TECHNICALS-002,technicals,flat,deterministic,metrics.rsi14.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.rsi14.as_of_date,
TECHNICALS-003,technicals,decreasing,deterministic,error,null,null,pass,,equal at error,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.close.value,141.0,141.0,pass,,numeric at metrics.close.value,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.close.unit,"""INR""","""INR""",pass,,equal at metrics.close.unit,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.close.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.close.as_of_date,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma20.value,150.5,150.5,pass,,numeric at metrics.sma20.value,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma20.unit,"""INR""","""INR""",pass,,equal at metrics.sma20.unit,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma20.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma20.as_of_date,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma50.value,165.5,165.5,pass,,numeric at metrics.sma50.value,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma50.unit,"""INR""","""INR""",pass,,equal at metrics.sma50.unit,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.sma50.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma50.as_of_date,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.rsi14.value,0.0,0.0,pass,,numeric at metrics.rsi14.value,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.rsi14.unit,"""index""","""index""",pass,,equal at metrics.rsi14.unit,
TECHNICALS-003,technicals,decreasing,deterministic,metrics.rsi14.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.rsi14.as_of_date,
TECHNICALS-004,technicals,fallback_raw,deterministic,error,null,null,pass,,equal at error,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.close.value,259.0,259.0,pass,,numeric at metrics.close.value,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.close.unit,"""INR""","""INR""",pass,,equal at metrics.close.unit,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.close.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.close.as_of_date,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma20.value,249.5,249.5,pass,,numeric at metrics.sma20.value,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma20.unit,"""INR""","""INR""",pass,,equal at metrics.sma20.unit,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma20.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma20.as_of_date,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma50.value,234.5,234.5,pass,,numeric at metrics.sma50.value,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma50.unit,"""INR""","""INR""",pass,,equal at metrics.sma50.unit,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.sma50.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma50.as_of_date,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.rsi14.value,100.0,100.0,pass,,numeric at metrics.rsi14.value,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.rsi14.unit,"""index""","""index""",pass,,equal at metrics.rsi14.unit,
TECHNICALS-004,technicals,fallback_raw,deterministic,metrics.rsi14.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.rsi14.as_of_date,
TECHNICALS-005,technicals,future_tail,deterministic,error,null,null,pass,,equal at error,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.close.value,159.0,159.0,pass,,numeric at metrics.close.value,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.close.unit,"""INR""","""INR""",pass,,equal at metrics.close.unit,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.close.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.close.as_of_date,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma20.value,149.5,149.5,pass,,numeric at metrics.sma20.value,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma20.unit,"""INR""","""INR""",pass,,equal at metrics.sma20.unit,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma20.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma20.as_of_date,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma50.value,134.5,134.5,pass,,numeric at metrics.sma50.value,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma50.unit,"""INR""","""INR""",pass,,equal at metrics.sma50.unit,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.sma50.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.sma50.as_of_date,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.rsi14.value,100.0,100.0,pass,,numeric at metrics.rsi14.value,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.rsi14.unit,"""index""","""index""",pass,,equal at metrics.rsi14.unit,
TECHNICALS-005,technicals,future_tail,deterministic,metrics.rsi14.as_of_date,"""2026-09-01""","""2026-09-01""",pass,,equal at metrics.rsi14.as_of_date,
TECHNICALS-006,technicals,insufficient_history,deterministic,error,"""insufficient_history""","""insufficient_history""",pass,,equal at error,
PEERS-001,peers,valid_scope,deterministic,error,null,null,pass,,equal at error,
PEERS-001,peers,valid_scope,deterministic,tickers,"[""KALYANKJIL"", ""SENCO"", ""THANGAMAYL""]","[""KALYANKJIL"", ""SENCO"", ""THANGAMAYL""]",pass,,equal at tickers,
PEERS-002,peers,invalid_OTHER_3,deterministic,error,"""unsupported_scope""","""unsupported_scope""",pass,,equal at error,
PEERS-002,peers,invalid_OTHER_3,deterministic,tickers,[],[],pass,,equal at tickers,
PEERS-003,peers,invalid_PNGJL_2,deterministic,error,"""unsupported_scope""","""unsupported_scope""",pass,,equal at error,
PEERS-003,peers,invalid_PNGJL_2,deterministic,tickers,[],[],pass,,equal at tickers,
SOURCES-001,sources,deduplicate,deterministic,search_before_collector,true,true,pass,,equal at search_before_collector,
SOURCES-001,sources,deduplicate,deterministic,source_count,2,2,pass,,equal at source_count,
SOURCES-001,sources,deduplicate,deterministic,usable_count,2,2,pass,,equal at usable_count,
SOURCES-002,sources,future_result,deterministic,search_before_collector,true,true,pass,,equal at search_before_collector,
SOURCES-002,sources,future_result,deterministic,source_count,1,1,pass,,equal at source_count,
SOURCES-002,sources,future_result,deterministic,urls,"""https://example.invalid/search""","[""https://example.invalid/official""]",pass,,not_contains at urls,
SOURCES-003,sources,search_failure,deterministic,search_before_collector,true,true,pass,,equal at search_before_collector,
SOURCES-003,sources,search_failure,deterministic,usable_count,1,1,pass,,equal at usable_count,
SOURCES-003,sources,search_failure,deterministic,warning_codes,"""YOU_SEARCH_FAILURE""","[""YOU_SEARCH_FAILURE""]",pass,,contains at warning_codes,
SOURCES-004,sources,manual_only,deterministic,search_before_collector,true,true,pass,,equal at search_before_collector,
SOURCES-004,sources,manual_only,deterministic,error,"""no_usable_evidence""","""no_usable_evidence""",pass,,equal at error,
BOOK-001,book,complete,deterministic,book.coverage_weight,100,100,pass,,equal at book.coverage_weight,
BOOK-001,book,complete,deterministic,book.decision_status,"""complete""","""complete""",pass,,equal at book.decision_status,
BOOK-001,book,complete,deterministic,pages_match,true,true,pass,,equal at pages_match,
BOOK-002,book,threshold_80,deterministic,book.coverage_weight,80,80,pass,,equal at book.coverage_weight,
BOOK-002,book,threshold_80,deterministic,book.decision_status,"""complete""","""complete""",pass,,equal at book.decision_status,
BOOK-002,book,threshold_80,deterministic,pages_match,true,true,pass,,equal at pages_match,
BOOK-003,book,below_threshold,deterministic,book.coverage_weight,60,60,pass,,equal at book.coverage_weight,
BOOK-003,book,below_threshold,deterministic,book.decision_status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at book.decision_status,
BOOK-003,book,below_threshold,deterministic,pages_match,true,true,pass,,equal at pages_match,
BOOK-003,book,below_threshold,deterministic,book.total_score,null,null,pass,,equal at book.total_score,
BOOK-004,book,no_passages,deterministic,book.coverage_weight,0,0,pass,,equal at book.coverage_weight,
BOOK-004,book,no_passages,deterministic,book.decision_status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at book.decision_status,
BOOK-004,book,no_passages,deterministic,pages_match,true,true,pass,,equal at pages_match,
BOOK-004,book,no_passages,deterministic,book.total_score,null,null,pass,,equal at book.total_score,
BOOK-005,book,no_company_evidence,deterministic,book.coverage_weight,0,0,pass,,equal at book.coverage_weight,
BOOK-005,book,no_company_evidence,deterministic,book.decision_status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at book.decision_status,
BOOK-005,book,no_company_evidence,deterministic,pages_match,true,true,pass,,equal at pages_match,
BOOK-005,book,no_company_evidence,deterministic,book.total_score,null,null,pass,,equal at book.total_score,
AUDIT-001,audit,clean,deterministic,passed,true,true,pass,,equal at passed,
AUDIT-002,audit,dangling_source,deterministic,passed,false,false,pass,,equal at passed,
AUDIT-002,audit,dangling_source,deterministic,codes,"""UNRESOLVED_SOURCE""","[""DEMO_ONLY"", ""UNRESOLVED_SOURCE""]",pass,,contains at codes,
AUDIT-003,audit,low_confidence,deterministic,passed,false,false,pass,,equal at passed,
AUDIT-003,audit,low_confidence,deterministic,codes,"""SCORED_BLOCK_LOW_CONFIDENCE""","[""DEMO_ONLY"", ""SCORED_BLOCK_LOW_CONFIDENCE""]",pass,,contains at codes,
AUDIT-004,audit,provider_warning,deterministic,passed,false,false,pass,,equal at passed,
AUDIT-004,audit,provider_warning,deterministic,codes,"""SYNTHETIC_PROVIDER_FAILURE""","[""DEMO_ONLY"", ""SYNTHETIC_PROVIDER_FAILURE""]",pass,,contains at codes,
ORCHESTRATOR-001,orchestrator,complete,deterministic,company_count,4,4,pass,,equal at company_count,
ORCHESTRATOR-001,orchestrator,complete,deterministic,book_count,4,4,pass,,equal at book_count,
ORCHESTRATOR-001,orchestrator,complete,deterministic,barriers_in_order,true,true,pass,,equal at barriers_in_order,
ORCHESTRATOR-001,orchestrator,complete,deterministic,audit_passed,true,true,pass,,equal at audit_passed,
ORCHESTRATOR-001,orchestrator,complete,deterministic,ranked_count,4,4,pass,,equal at ranked_count,
ORCHESTRATOR-001,orchestrator,complete,deterministic,scores_suppressed,false,false,pass,,equal at scores_suppressed,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,company_count,4,4,pass,,equal at company_count,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,book_count,4,4,pass,,equal at book_count,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,barriers_in_order,true,true,pass,,equal at barriers_in_order,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,audit_passed,false,false,pass,,equal at audit_passed,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,ranked_count,0,0,pass,,equal at ranked_count,
ORCHESTRATOR-002,orchestrator,failed_book,deterministic,scores_suppressed,true,true,pass,,equal at scores_suppressed,
COMBINER-001,combiner,complete,deterministic,core,80.0,80.0,pass,,numeric at core,
COMBINER-001,combiner,complete,deterministic,final,76.0,76.0,pass,,numeric at final,
COMBINER-002,combiner,unequal_weights,deterministic,core,65.0,65.0,pass,,numeric at core,
COMBINER-002,combiner,unequal_weights,deterministic,final,64.0,64.0,pass,,numeric at final,
COMBINER-003,combiner,missing_component,deterministic,core,null,null,pass,,equal at core,
COMBINER-003,combiner,missing_component,deterministic,final,null,null,pass,,equal at final,
COMBINER-004,combiner,missing_growth,deterministic,core,null,null,pass,,equal at core,
COMBINER-004,combiner,missing_growth,deterministic,final,null,null,pass,,equal at final,
COMBINER-005,combiner,manual_review,deterministic,core,80.0,80.0,pass,,numeric at core,
COMBINER-005,combiner,manual_review,deterministic,final,null,null,pass,,equal at final,
